,word,char0,char1,char2,char3,char4,score
238451,piuri,p,i,u,r,i,0.29610894941634225
126075,glead,g,l,e,a,d,0.29610894941634225
333086,tutor,t,u,t,o,r,0.29610894941634225
9253,aloma,a,l,o,m,a,0.29610894941634225
311247,supai,s,u,p,a,i,0.29610894941634225
166260,kreil,k,r,e,i,l,0.29610894941634225
305036,stoke,s,t,o,k,e,0.29610894941634225
137911,hexad,h,e,x,a,d,0.2961089494163422
1396,acate,a,c,a,t,e,0.2961089494163422
163436,kaury,k,a,u,r,y,0.2961089494163422
187792,mingo,m,i,n,g,o,0.2961089494163422
287762,shedu,s,h,e,d,u,0.2961089494163422
187080,mikir,m,i,k,i,r,0.2961089494163422
314728,swung,s,w,u,n,g,0.2961089494163422
274744,rouge,r,o,u,g,e,0.2961089494163422
196403,nabak,n,a,b,a,k,0.2961089494163422
175604,lowan,l,o,w,a,n,0.2961089494163422
124690,gybed,g,y,b,e,d,0.29610894941634214
53174,chaui,c,h,a,u,i,0.29610894941634214
63683,combo,c,o,m,b,o,0.29610894941634214
295556,snipe,s,n,i,p,e,0.29610894941634214
133446,hapax,h,a,p,a,x,0.29610894941634214
78958,deedy,d,e,e,d,y,0.2961089494163421
365058,whisp,w,h,i,s,p,0.2961089494163421
135420,heize,h,e,i,z,e,0.2961089494163421
29704,bebay,b,e,b,a,y,0.2961089494163421
364045,welly,w,e,l,l,y,0.2961089494163421
364970,whirl,w,h,i,r,l,0.29610894941634197
163287,kasha,k,a,s,h,a,0.2957198443579765
248783,prepd,p,r,e,p,d,0.29571984435797644
305005,stoff,s,t,o,f,f,0.29571984435797644
241235,pogge,p,o,g,g,e,0.29571984435797644
171609,lycee,l,y,c,e,e,0.29571984435797644
19425,argal,a,r,g,a,l,0.29571984435797644
139535,hilum,h,i,l,u,m,0.2957198443579764
76097,daddy,d,a,d,d,y,0.2957198443579764
364483,wheat,w,h,e,a,t,0.2957198443579764
119405,frory,f,r,o,r,y,0.2957198443579763
213986,orary,o,r,a,r,y,0.2957198443579763
357891,velum,v,e,l,u,m,0.29571984435797627
366889,woldy,w,o,l,d,y,0.29571984435797627
306643,strue,s,t,r,u,e,0.29533073929961073
130639,guaba,g,u,a,b,a,0.29533073929961073
160618,javan,j,a,v,a,n,0.29533073929961073
164267,khasa,k,h,a,s,a,0.29533073929961073
160364,japan,j,a,p,a,n,0.29533073929961073
119710,fuage,f,u,a,g,e,0.29533073929961073
166275,kreng,k,r,e,n,g,0.2953307392996107
177735,mahwa,m,a,h,w,a,0.2953307392996107
124336,gesan,g,e,s,a,n,0.2953307392996106
125697,gyved,g,y,v,e,d,0.2953307392996106
298742,spece,s,p,e,c,e,0.2953307392996106
118510,frawn,f,r,a,w,n,0.2953307392996106
95080,ecart,e,c,a,r,t,0.2953307392996106
35916,blaze,b,l,a,z,e,0.2953307392996106
130347,group,g,r,o,u,p,0.2953307392996106
30769,behav,b,e,h,a,v,0.2953307392996106
314646,swoon,s,w,o,o,n,0.2953307392996106
75745,cutch,c,u,t,c,h,0.2953307392996106
74336,crwth,c,r,w,t,h,0.2953307392996106
33034,bezan,b,e,z,a,n,0.2953307392996106
335845,unbet,u,n,b,e,t,0.2953307392996106
43278,burry,b,u,r,r,y,0.29533073929961057
121587,galvo,g,a,l,v,o,0.29533073929961057
32117,beryx,b,e,r,y,x,0.29533073929961057
77883,debut,d,e,b,u,t,0.2953307392996105
367961,wride,w,r,i,d,e,0.2953307392996105
236137,pidan,p,i,d,a,n,0.294941634241245
20340,arroz,a,r,r,o,z,0.294941634241245
75874,cutup,c,u,t,u,p,0.294941634241245
281424,scour,s,c,o,u,r,0.2949416342412449
259993,rahul,r,a,h,u,l,0.2949416342412449
359142,vetch,v,e,t,c,h,0.29494163424124487
146901,yerba,y,e,r,b,a,0.29494163424124487
106351,ewder,e,w,d,e,r,0.29494163424124487
29262,bawdy,b,a,w,d,y,0.29494163424124487
157921,irian,i,r,i,a,n,0.29494163424124487
323516,tigua,t,i,g,u,a,0.29494163424124487
139821,hyper,h,y,p,e,r,0.29494163424124487
141951,hitch,h,i,t,c,h,0.29494163424124487
92255,downy,d,o,w,n,y,0.29494163424124487
175497,lousy,l,o,u,s,y,0.29494163424124487
214658,orkey,o,r,k,e,y,0.2949416342412448
55907,chose,c,h,o,s,e,0.2949416342412448
211401,odors,o,d,o,r,s,0.2949416342412448
364863,whine,w,h,i,n,e,0.2949416342412448
300627,spode,s,p,o,d,e,0.2949416342412448
250401,pridy,p,r,i,d,y,0.2949416342412448
53219,chave,c,h,a,v,e,0.2949416342412448
272872,rigor,r,i,g,o,r,0.2945525291828792
236819,piman,p,i,m,a,n,0.2945525291828792
163802,kenya,k,e,n,y,a,0.2945525291828792
126146,gleir,g,l,e,i,r,0.2945525291828792
23648,aurum,a,u,r,u,m,0.2945525291828792
159861,jacht,j,a,c,h,t,0.2945525291828792
257105,purse,p,u,r,s,e,0.29455252918287916
321778,thilk,t,h,i,l,k,0.29455252918287916
118869,freud,f,r,e,u,d,0.2945525291828791
366534,witch,w,i,t,c,h,0.2945525291828791
99664,endew,e,n,d,e,w,0.2945525291828791
41795,brush,b,r,u,s,h,0.2945525291828791
161873,journ,j,o,u,r,n,0.2945525291828791
137351,herve,h,e,r,v,e,0.2945525291828791
130164,groma,g,r,o,m,a,0.2945525291828791
364472,whaup,w,h,a,u,p,0.2945525291828791
163493,kebob,k,e,b,o,b,0.2945525291828791
13394,ankee,a,n,k,e,e,0.2945525291828791
55674,chopa,c,h,o,p,a,0.2945525291828791
125787,glade,g,l,a,d,e,0.2945525291828791
273611,robur,r,o,b,u,r,0.2945525291828791
33749,bight,b,i,g,h,t,0.2945525291828791
191662,momme,m,o,m,m,e,0.2945525291828791
123257,gelly,g,e,l,l,y,0.2945525291828791
366761,wyver,w,y,v,e,r,0.2945525291828791
325009,toddy,t,o,d,d,y,0.29455252918287905
166391,kudos,k,u,d,o,s,0.2941634241245135
162119,judos,j,u,d,o,s,0.2941634241245135
118776,freon,f,r,e,o,n,0.2941634241245134
7939,aleut,a,l,e,u,t,0.2941634241245134
321110,theor,t,h,e,o,r,0.2941634241245134
165985,kongo,k,o,n,g,o,0.2941634241245134
314979,tachi,t,a,c,h,i,0.2941634241245134
159649,yugas,y,u,g,a,s,0.2941634241245134
323537,tikor,t,i,k,o,r,0.2941634241245134
194434,mowse,m,o,w,s,e,0.2941634241245134
257143,purty,p,u,r,t,y,0.29416342412451335
250522,primi,p,r,i,m,i,0.29416342412451335
250561,primo,p,r,i,m,o,0.29416342412451335
366512,wiste,w,i,s,t,e,0.2941634241245133
232692,pgntt,p,g,n,t,t,0.2941634241245133
325399,tombe,t,o,m,b,e,0.2941634241245133
127535,goldy,g,o,l,d,y,0.2941634241245133
364809,whill,w,h,i,l,l,0.2941634241245133
356855,valve,v,a,l,v,e,0.2941634241245133
119222,frock,f,r,o,c,k,0.2941634241245133
321622,thete,t,h,e,t,e,0.2941634241245133
100717,enmew,e,n,m,e,w,0.2941634241245133
299090,spelk,s,p,e,l,k,0.29377431906614776
23315,audit,a,u,d,i,t,0.2937743190661477
258333,quent,q,u,e,n,t,0.2937743190661477
188445,mirky,m,i,r,k,y,0.2937743190661477
134497,hawse,h,a,w,s,e,0.2937743190661477
195696,murga,m,u,r,g,a,0.2937743190661477
163509,kedar,k,e,d,a,r,0.2937743190661477
301655,squam,s,q,u,a,m,0.2937743190661477
293504,skulp,s,k,u,l,p,0.2937743190661477
360946,vodka,v,o,d,k,a,0.2937743190661477
105241,etuis,e,t,u,i,s,0.2937743190661477
256550,punce,p,u,n,c,e,0.29377431906614765
6733,aigre,a,i,g,r,e,0.29377431906614765
119407,frosk,f,r,o,s,k,0.29377431906614765
94114,dumps,d,u,m,p,s,0.2937743190661476
265733,regma,r,e,g,m,a,0.2937743190661476
37135,boche,b,o,c,h,e,0.2937743190661476
295293,snapy,s,n,a,p,y,0.2937743190661476
85755,dilly,d,i,l,l,y,0.2937743190661476
33830,bikie,b,i,k,i,e,0.2937743190661476
264550,reedy,r,e,e,d,y,0.2937743190661476
146292,idant,i,d,a,n,t,0.2937743190661476
145811,yasht,y,a,s,h,t,0.2937743190661476
194139,moudy,m,o,u,d,y,0.2937743190661476
170319,lemma,l,e,m,m,a,0.2937743190661476
25311,azoic,a,z,o,i,c,0.2937743190661476
236639,pylic,p,y,l,i,c,0.2937743190661476
176530,lutra,l,u,t,r,a,0.2937743190661476
135035,heazy,h,e,a,z,y,0.2937743190661476
323094,thurt,t,h,u,r,t,0.2937743190661475
129780,gride,g,r,i,d,e,0.2937743190661475
125517,girja,g,i,r,j,a,0.293385214007782
60709,clunk,c,l,u,n,k,0.29338521400778195
233301,phene,p,h,e,n,e,0.29338521400778195
11384,amrit,a,m,r,i,t,0.2933852140077819
13474,annam,a,n,n,a,m,0.2933852140077819
5924,agasp,a,g,a,s,p,0.2933852140077819
85070,didie,d,i,d,i,e,0.2933852140077819
162578,jutic,j,u,t,i,c,0.2933852140077819
272868,rigol,r,i,g,o,l,0.2933852140077819
131928,haddo,h,a,d,d,o,0.2933852140077819
43189,burly,b,u,r,l,y,0.2933852140077819
361762,waefu,w,a,e,f,u,0.2933852140077819
368400,xenon,x,e,n,o,n,0.29338521400778184
272034,rhino,r,h,i,n,o,0.29338521400778184
198505,neoza,n,e,o,z,a,0.29338521400778184
323000,thund,t,h,u,n,d,0.29338521400778184
55500,cholo,c,h,o,l,o,0.29338521400778184
96160,egers,e,g,e,r,s,0.29338521400778184
55484,choli,c,h,o,l,i,0.29338521400778184
298676,spawn,s,p,a,w,n,0.29338521400778184
358452,verdi,v,e,r,d,i,0.2933852140077818
43902,cabby,c,a,b,b,y,0.2933852140077818
40434,breme,b,r,e,m,e,0.2933852140077818
326004,topsy,t,o,p,s,y,0.2933852140077818
125947,glary,g,l,a,r,y,0.2933852140077818
62419,cohue,c,o,h,u,e,0.2933852140077818
175356,lossy,l,o,s,s,y,0.2933852140077818
322389,thore,t,h,o,r,e,0.2933852140077817
3544,addis,a,d,d,i,s,0.2929961089494162
310310,suyog,s,u,y,o,g,0.2929961089494162
258969,quira,q,u,i,r,a,0.29299610894941613
199840,nific,n,i,f,i,c,0.29299610894941613
142135,hoboe,h,o,b,o,e,0.29299610894941613
4121,admen,a,d,m,e,n,0.29299610894941613
74778,culpa,c,u,l,p,a,0.29299610894941613
310547,sulky,s,u,l,k,y,0.29299610894941613
169424,laxly,l,a,x,l,y,0.29299610894941613
256752,punty,p,u,n,t,y,0.2929961089494161
14814,antic,a,n,t,i,c,0.2929961089494161
56634,chung,c,h,u,n,g,0.2929961089494161
165886,kokil,k,o,k,i,l,0.2929961089494161
143467,honzo,h,o,n,z,o,0.2929961089494161
320988,theol,t,h,e,o,l,0.2929961089494161
301418,sprug,s,p,r,u,g,0.2929961089494161
273856,rohan,r,o,h,a,n,0.2929961089494161
115093,flosh,f,l,o,s,h,0.2929961089494161
146668,idols,i,d,o,l,s,0.2929961089494161
262499,rebut,r,e,b,u,t,0.292996108949416
99089,enarm,e,n,a,r,m,0.292996108949416
256872,purau,p,u,r,a,u,0.29260700389105043
74356,ctene,c,t,e,n,e,0.29260700389105043
334129,ulvas,u,l,v,a,s,0.29260700389105043
144335,hough,h,o,u,g,h,0.29260700389105043
195556,munga,m,u,n,g,a,0.29260700389105043
120308,funny,f,u,n,n,y,0.2926070038910504
4745,adzer,a,d,z,e,r,0.2926070038910504
8194,alick,a,l,i,c,k,0.2926070038910504
104802,etang,e,t,a,n,g,0.2926070038910504
245223,prahu,p,r,a,h,u,0.2926070038910504
143668,hopak,h,o,p,a,k,0.2926070038910504
133461,haply,h,a,p,l,y,0.2926070038910504
31648,benjy,b,e,n,j,y,0.2926070038910503
126582,glood,g,l,o,o,d,0.2926070038910503
30898,bejan,b,e,j,a,n,0.2926070038910503
213099,oopod,o,o,p,o,d,0.2926070038910503
20857,asarh,a,s,a,r,h,0.2926070038910503
211721,ogams,o,g,a,m,s,0.2926070038910503
295667,snoke,s,n,o,k,e,0.2926070038910503
355898,ursus,u,r,s,u,s,0.2926070038910503
146764,yeech,y,e,e,c,h,0.2926070038910503
35104,bisso,b,i,s,s,o,0.2926070038910503
95014,eblis,e,b,l,i,s,0.2926070038910503
292999,skere,s,k,e,r,e,0.2926070038910503
81700,depoh,d,e,p,o,h,0.2926070038910503
367960,wrick,w,r,i,c,k,0.29260700389105027
306903,stunk,s,t,u,n,k,0.29221789883268473
261332,rawly,r,a,w,l,y,0.29221789883268473
161945,jowar,j,o,w,a,r,0.2922178988326847
367743,wough,w,o,u,g,h,0.2922178988326846
259120,quoit,q,u,o,i,t,0.2922178988326846
191122,modge,m,o,d,g,e,0.2922178988326846
7287,alamo,a,l,a,m,o,0.2922178988326846
144773,huile,h,u,i,l,e,0.2922178988326846
365558,width,w,i,d,t,h,0.2922178988326846
280901,sclav,s,c,l,a,v,0.2922178988326846
11447,amzel,a,m,z,e,l,0.2922178988326846
324310,tiple,t,i,p,l,e,0.2922178988326846
260347,rammi,r,a,m,m,i,0.2922178988326846
289318,shuba,s,h,u,b,a,0.2922178988326846
34,abaca,a,b,a,c,a,0.2922178988326846
173446,lisle,l,i,s,l,e,0.2922178988326846
163767,kemal,k,e,m,a,l,0.2922178988326846
13587,annot,a,n,n,o,t,0.29221789883268456
42800,bunco,b,u,n,c,o,0.29221789883268456
139679,hindi,h,i,n,d,i,0.29221789883268456
355480,ureid,u,r,e,i,d,0.29221789883268456
158016,irish,i,r,i,s,h,0.29221789883268456
131602,gutta,g,u,t,t,a,0.29221789883268456
165131,kisra,k,i,s,r,a,0.29221789883268456
147208,ilama,i,l,a,m,a,0.29221789883268456
35913,blawn,b,l,a,w,n,0.29221789883268456
273004,rindy,r,i,n,d,y,0.29221789883268456
240160,ploce,p,l,o,c,e,0.2922178988326845
300626,spock,s,p,o,c,k,0.2922178988326845
40368,bredi,b,r,e,d,i,0.2922178988326845
274207,roofy,r,o,o,f,y,0.2922178988326845
83714,devow,d,e,v,o,w,0.2922178988326845
365349,whoot,w,h,o,o,t,0.29221789883268445
95704,edged,e,d,g,e,d,0.29221789883268445
368790,zaman,z,a,m,a,n,0.2918287937743189
292720,sixmo,s,i,x,m,o,0.2918287937743189
176252,lunka,l,u,n,k,a,0.2918287937743189
160573,jatki,j,a,t,k,i,0.2918287937743189
144668,hucks,h,u,c,k,s,0.2918287937743189
261352,razoo,r,a,z,o,o,0.2918287937743189
196680,namaz,n,a,m,a,z,0.2918287937743189
59701,cleck,c,l,e,c,k,0.29182879377431886
125772,glack,g,l,a,c,k,0.29182879377431886
212662,oncer,o,n,c,e,r,0.2918287937743188
181932,mecon,m,e,c,o,n,0.2918287937743188
127971,goopy,g,o,o,p,y,0.2918287937743188
268998,resay,r,e,s,a,y,0.2918287937743188
127274,gobio,g,o,b,i,o,0.2918287937743188
9860,amate,a,m,a,t,e,0.2918287937743188
333170,twale,t,w,a,l,e,0.2918287937743188
211807,oyers,o,y,e,r,s,0.2918287937743188
174726,lohan,l,o,h,a,n,0.2918287937743188
364725,whews,w,h,e,w,s,0.2918287937743188
362159,wakon,w,a,k,o,n,0.2918287937743188
358487,verge,v,e,r,g,e,0.2918287937743188
98605,emmer,e,m,m,e,r,0.2918287937743188
331570,trump,t,r,u,m,p,0.2918287937743188
174773,lokao,l,o,k,a,o,0.2918287937743188
41907,buaze,b,u,a,z,e,0.2918287937743188
33222,bibio,b,i,b,i,o,0.2918287937743188
118267,frayn,f,r,a,y,n,0.2918287937743188
8352,aliso,a,l,i,s,o,0.2918287937743188
58417,cissy,c,i,s,s,y,0.29182879377431875
92809,drawn,d,r,a,w,n,0.29182879377431875
366946,wolve,w,o,l,v,e,0.2918287937743187
79658,degum,d,e,g,u,m,0.2918287937743187
60223,clive,c,l,i,v,e,0.2918287937743187
98993,enact,e,n,a,c,t,0.2918287937743187
9586,alula,a,l,u,l,a,0.2914396887159532
74497,cubla,c,u,b,l,a,0.29143968871595316
74632,cueva,c,u,e,v,a,0.29143968871595316
361733,wadge,w,a,d,g,e,0.2914396887159531
120853,gaddi,g,a,d,d,i,0.2914396887159531
139465,hillo,h,i,l,l,o,0.2914396887159531
361452,vouli,v,o,u,l,i,0.2914396887159531
232640,peuhl,p,e,u,h,l,0.2914396887159531
95657,edder,e,d,d,e,r,0.2914396887159531
96448,eyess,e,y,e,s,s,0.2914396887159531
272933,rilly,r,i,l,l,y,0.2914396887159531
122793,gaudy,g,a,u,d,y,0.2914396887159531
125512,gyric,g,y,r,i,c,0.2914396887159531
130955,guest,g,u,e,s,t,0.2914396887159531
275600,rumps,r,u,m,p,s,0.2914396887159531
130839,guava,g,u,a,v,a,0.2914396887159531
13722,anoia,a,n,o,i,a,0.29143968871595305
358291,venue,v,e,n,u,e,0.29143968871595305
159701,yurta,y,u,r,t,a,0.29143968871595305
90177,diurn,d,i,u,r,n,0.29143968871595305
94128,dunch,d,u,n,c,h,0.29143968871595305
43775,butut,b,u,t,u,t,0.29143968871595305
170831,lesiy,l,e,s,i,y,0.291439688715953
333165,twain,t,w,a,i,n,0.291439688715953
152484,inger,i,n,g,e,r,0.291439688715953
83907,dhava,d,h,a,v,a,0.291439688715953
222092,owser,o,w,s,e,r,0.291439688715953
21308,askew,a,s,k,e,w,0.291439688715953
322282,thole,t,h,o,l,e,0.291439688715953
127022,gnarr,g,n,a,r,r,0.291439688715953
359403,vicia,v,i,c,i,a,0.2910505836575874
282167,scull,s,c,u,l,l,0.2910505836575874
258590,quila,q,u,i,l,a,0.2910505836575874
138242,hibla,h,i,b,l,a,0.2910505836575874
113536,fitly,f,i,t,l,y,0.2910505836575874
8721,allie,a,l,l,i,e,0.29105058365758735
124963,gilse,g,i,l,s,e,0.29105058365758735
322761,throe,t,h,r,o,e,0.29105058365758735
213174,opahs,o,p,a,h,s,0.2910505836575873
146917,yerva,y,e,r,v,a,0.2910505836575873
355951,usant,u,s,a,n,t,0.2910505836575873
313420,surfy,s,u,r,f,y,0.2910505836575873
265610,regga,r,e,g,g,a,0.2910505836575873
365785,willi,w,i,l,l,i,0.2910505836575873
19618,arhat,a,r,h,a,t,0.2910505836575873
172711,lindy,l,i,n,d,y,0.2910505836575873
127865,gonzo,g,o,n,z,o,0.2910505836575873
132272,hague,h,a,g,u,e,0.2910505836575873
86131,dingo,d,i,n,g,o,0.2910505836575873
16996,aping,a,p,i,n,g,0.2910505836575873
298261,spahi,s,p,a,h,i,0.2910505836575873
36348,block,b,l,o,c,k,0.29105058365758724
51912,chafe,c,h,a,f,e,0.29105058365758724
331146,trope,t,r,o,p,e,0.29105058365758724
17384,aport,a,p,o,r,t,0.2910505836575872
152893,inket,i,n,k,e,t,0.2910505836575872
119862,fulah,f,u,l,a,h,0.29066147859922165
359609,vigia,v,i,g,i,a,0.29066147859922165
211795,oyana,o,y,a,n,a,0.29066147859922165
139701,hinge,h,i,n,g,e,0.2906614785992216
139616,himne,h,i,m,n,e,0.2906614785992216
134234,hathi,h,a,t,h,i,0.2906614785992216
115706,fodge,f,o,d,g,e,0.2906614785992216
128025,gopak,g,o,p,a,k,0.2906614785992216
75080,cupid,c,u,p,i,d,0.29066147859922153
170194,legua,l,e,g,u,a,0.29066147859922153
301564,spute,s,p,u,t,e,0.29066147859922153
229211,pekin,p,e,k,i,n,0.29066147859922153
304868,stive,s,t,i,v,e,0.29066147859922153
358072,venge,v,e,n,g,e,0.29066147859922153
127583,golgi,g,o,l,g,i,0.29066147859922153
164101,ketch,k,e,t,c,h,0.29066147859922153
124970,gilty,g,i,l,t,y,0.2906614785992215
208434,nooky,n,o,o,k,y,0.2906614785992215
361807,wafty,w,a,f,t,y,0.2906614785992215
157755,youre,y,o,u,r,e,0.2906614785992215
176150,lumps,l,u,m,p,s,0.29027237354085583
172247,lilly,l,i,l,l,y,0.29027237354085583
310083,suevi,s,u,e,v,i,0.29027237354085583
163430,katun,k,a,t,u,n,0.29027237354085583
292908,skein,s,k,e,i,n,0.29027237354085583
131070,guile,g,u,i,l,e,0.29027237354085583
94460,durio,d,u,r,i,o,0.29027237354085583
161162,jibbs,j,i,b,b,s,0.2902723735408558
360734,vivat,v,i,v,a,t,0.2902723735408558
23484,aunty,a,u,n,t,y,0.2902723735408558
125293,gynic,g,y,n,i,c,0.2902723735408558
175474,loupe,l,o,u,p,e,0.2902723735408558
366872,wogul,w,o,g,u,l,0.2902723735408557
214501,orgic,o,r,g,i,c,0.2902723735408557
127014,gnarl,g,n,a,r,l,0.2902723735408557
91592,doozy,d,o,o,z,y,0.29027237354085567
7122,akasa,a,k,a,s,a,0.28988326848249013
146338,ideas,i,d,e,a,s,0.28988326848249013
163127,kapai,k,a,p,a,i,0.28988326848249013
120865,gadge,g,a,d,g,e,0.28988326848249013
162976,kamba,k,a,m,b,a,0.28988326848249013
197541,nawle,n,a,w,l,e,0.2898832684824901
142337,hoyle,h,o,y,l,e,0.2898832684824901
130869,gucks,g,u,c,k,s,0.2898832684824901
368861,zanze,z,a,n,z,e,0.2898832684824901
332248,tulle,t,u,l,l,e,0.2898832684824901
5261,aevum,a,e,v,u,m,0.28988326848249
364309,wetly,w,e,t,l,y,0.28988326848249
295152,smurr,s,m,u,r,r,0.28988326848249
218016,ovant,o,v,a,n,t,0.28988326848249
264832,reeve,r,e,e,v,e,0.28988326848249
314028,swamy,s,w,a,m,y,0.28988326848249
234713,phono,p,h,o,n,o,0.28988326848249
229207,pekan,p,e,k,a,n,0.28988326848249
323461,tight,t,i,g,h,t,0.28988326848249
169909,ledum,l,e,d,u,m,0.28988326848249
331655,trush,t,r,u,s,h,0.28988326848249
72352,crcao,c,r,c,a,o,0.28988326848249
18304,araby,a,r,a,b,y,0.28988326848249
75648,cusie,c,u,s,i,e,0.28988326848249
144608,huaco,h,u,a,c,o,0.28988326848249
94294,duole,d,u,o,l,e,0.28988326848249
95710,edger,e,d,g,e,r,0.28988326848248996
209081,novae,n,o,v,a,e,0.28988326848248996
130813,guary,g,u,a,r,y,0.28988326848248996
170671,lepre,l,e,p,r,e,0.28988326848248996
41297,bromo,b,r,o,m,o,0.2898832684824899
40142,braxy,b,r,a,x,y,0.28988326848248985
130897,guelf,g,u,e,l,f,0.2894941634241244
7878,alenu,a,l,e,n,u,0.2894941634241244
139638,hymns,h,y,m,n,s,0.2894941634241243
125640,gyrus,g,y,r,u,s,0.2894941634241243
43155,burke,b,u,r,k,e,0.2894941634241243
292861,skean,s,k,e,a,n,0.2894941634241243
43067,burgh,b,u,r,g,h,0.2894941634241243
96866,elect,e,l,e,c,t,0.28949416342412426
168931,lathy,l,a,t,h,y,0.28949416342412426
228179,pauxi,p,a,u,x,i,0.28949416342412426
301929,squid,s,q,u,i,d,0.28949416342412426
196895,nappa,n,a,p,p,a,0.28949416342412426
56744,churr,c,h,u,r,r,0.2894941634241242
330618,tryst,t,r,y,s,t,0.2894941634241242
357668,veery,v,e,e,r,y,0.2894941634241242
254163,prowl,p,r,o,w,l,0.2894941634241242
188864,misce,m,i,s,c,e,0.2894941634241242
103876,ermit,e,r,m,i,t,0.2894941634241242
59540,clavy,c,l,a,v,y,0.28949416342412415
333415,twirl,t,w,i,r,l,0.2894941634241241
79784,deify,d,e,i,f,y,0.2894941634241241
190812,mizar,m,i,z,a,r,0.2891050583657586
145407,hutia,h,u,t,i,a,0.2891050583657586
20100,aroph,a,r,o,p,h,0.28910505836575856
9287,alose,a,l,o,s,e,0.28910505836575856
275625,runch,r,u,n,c,h,0.2891050583657585
92372,dowse,d,o,w,s,e,0.2891050583657585
94219,dunny,d,u,n,n,y,0.2891050583657585
259016,quist,q,u,i,s,t,0.2891050583657585
363333,wauve,w,a,u,v,e,0.2891050583657585
176324,lurch,l,u,r,c,h,0.2891050583657585
157905,irene,i,r,e,n,e,0.2891050583657585
210298,obols,o,b,o,l,s,0.2891050583657585
111193,femur,f,e,m,u,r,0.2891050583657585
129694,grein,g,r,e,i,n,0.2891050583657585
331789,tsine,t,s,i,n,e,0.28910505836575845
54477,chime,c,h,i,m,e,0.28910505836575845
196492,naevi,n,a,e,v,i,0.28910505836575845
288592,shivy,s,h,i,v,y,0.2891050583657584
170855,lessn,l,e,s,s,n,0.2891050583657584
74047,croze,c,r,o,z,e,0.2891050583657584
42870,bunya,b,u,n,y,a,0.28871595330739286
8267,aliya,a,l,i,y,a,0.28871595330739286
10271,ament,a,m,e,n,t,0.2887159533073928
301605,squad,s,q,u,a,d,0.2887159533073928
162052,judex,j,u,d,e,x,0.2887159533073928
360500,vitae,v,i,t,a,e,0.2887159533073928
11818,anama,a,n,a,m,a,0.2887159533073928
357134,vappa,v,a,p,p,a,0.2887159533073928
292971,skemp,s,k,e,m,p,0.2887159533073928
262215,reban,r,e,b,a,n,0.28871595330739275
322874,thrum,t,h,r,u,m,0.28871595330739275
160514,jarvy,j,a,r,v,y,0.28871595330739275
268211,repin,r,e,p,i,n,0.28871595330739275
332656,turco,t,u,r,c,o,0.28871595330739275
74644,cuffs,c,u,f,f,s,0.28871595330739275
130294,grouf,g,r,o,u,f,0.2887159533073927
94054,dumbs,d,u,m,b,s,0.2887159533073927
253097,prosy,p,r,o,s,y,0.2887159533073927
114560,flick,f,l,i,c,k,0.2887159533073927
196468,nacry,n,a,c,r,y,0.2887159533073927
190256,misty,m,i,s,t,y,0.2887159533073927
365106,white,w,h,i,t,e,0.2887159533073926
272896,riyal,r,i,y,a,l,0.2883268482490271
8274,alike,a,l,i,k,e,0.28832684824902705
114727,flisk,f,l,i,s,k,0.28832684824902705
42391,bulak,b,u,l,a,k,0.28832684824902705
359760,ville,v,i,l,l,e,0.28832684824902705
43629,butle,b,u,t,l,e,0.28832684824902705
178789,mammy,m,a,m,m,y,0.288326848249027
167513,lakke,l,a,k,k,e,0.288326848249027
197245,nathe,n,a,t,h,e,0.288326848249027
162124,jufts,j,u,f,t,s,0.288326848249027
364609,wheys,w,h,e,y,s,0.288326848249027
323830,timon,t,i,m,o,n,0.288326848249027
157457,iodin,i,o,d,i,n,0.288326848249027
365436,wicca,w,i,c,c,a,0.288326848249027
25164,axmen,a,x,m,e,n,0.288326848249027
324421,tipup,t,i,p,u,p,0.288326848249027
119825,fugit,f,u,g,i,t,0.288326848249027
267933,reown,r,e,o,w,n,0.28832684824902693
147799,imids,i,m,i,d,s,0.28832684824902693
56719,churl,c,h,u,r,l,0.28832684824902693
333357,twine,t,w,i,n,e,0.28832684824902693
323522,tyken,t,y,k,e,n,0.2883268482490269
163759,kelty,k,e,l,t,y,0.2883268482490269
240234,plotx,p,l,o,t,x,0.2883268482490269
239785,pleny,p,l,e,n,y,0.2879377431906613
127452,goyle,g,o,y,l,e,0.2879377431906613
259361,rache,r,a,c,h,e,0.2879377431906613
112154,ficin,f,i,c,i,n,0.2879377431906613
238058,pisay,p,i,s,a,y,0.2879377431906613
355440,ureal,u,r,e,a,l,0.2879377431906613
214677,orlop,o,r,l,o,p,0.28793774319066123
136214,hemin,h,e,m,i,n,0.28793774319066123
43604,butin,b,u,t,i,n,0.28793774319066123
355635,urian,u,r,i,a,n,0.28793774319066123
300665,spoke,s,p,o,k,e,0.28793774319066123
130651,guaco,g,u,a,c,o,0.28793774319066123
176181,lunch,l,u,n,c,h,0.28793774319066123
309835,succi,s,u,c,c,i,0.28793774319066123
213208,opata,o,p,a,t,a,0.28793774319066123
163797,kendo,k,e,n,d,o,0.2879377431906612
322239,thisn,t,h,i,s,n,0.2879377431906611
331396,trouv,t,r,o,u,v,0.2879377431906611
162183,juyas,j,u,y,a,s,0.28754863813229564
112985,fingu,f,i,n,g,u,0.2875486381322956
211798,oidia,o,i,d,i,a,0.2875486381322956
144960,humic,h,u,m,i,c,0.28754863813229553
260753,rappe,r,a,p,p,e,0.28754863813229553
127450,goyin,g,o,y,i,n,0.28754863813229553
